Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
2916967,07/11/2004 12:00:00 AM,08/05/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Waste Treatment Plant/Pumping Station (AD7)",,,,,,,SHORE RD,BAY RDGE AVE,INTERSECTION,,,N/A,Closed,,08/05/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2917820,06/16/2004 12:00:00 AM,07/01/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,GOULDEN AVE,E 206 ST,INTERSECTION,,,N/A,Closed,,07/01/2004 12:00:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2907393,06/03/2004 12:00:00 AM,06/10/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Waste Treatment Plant/Pumping Station (AD7)",,,,,,,BAY RDGE AVE,SHORE RD,INTERSECTION,,,N/A,Closed,,06/10/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2927207,08/27/2004 12:00:00 AM,09/28/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,12 AVE,W 52 ST,INTERSECTION,,,N/A,Closed,,09/28/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2909244,04/24/2004 12:00:00 AM,05/04/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,,,,,,62 ST,1 AVE,INTERSECTION,,,N/A,Closed,,05/04/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2950013,11/10/2004 12:00:00 AM,11/17/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,,,,,,CLEARMONT PKWY,PARK AVE,INTERSECTION,,,N/A,Closed,,11/17/2004 12:00:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2911061,06/03/2004 12:00:00 AM,06/08/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Waste Treatment Plant/Pumping Station (AD7)",,,,,,,BAY RDGE AVE,SHORE RD,INTERSECTION,,,N/A,Closed,,06/08/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2919016,07/27/2004 12:00:00 AM,08/04/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,, MARINE AIR TERM,MARINE AIR TERM,,,,,,,,N/A,Closed,,08/04/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2931519,08/10/2004 12:00:00 AM,08/16/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,5 BRIDGE ST,BRIDGE ST,WATER ST,FRONT ST,,,BLOCKFACE,,,N/A,Closed,,08/16/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2908099,06/06/2004 12:00:00 AM,06/09/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Waste Treatment Plant/Pumping Station (AD7)",,,,,,,BAY RDGE AVE,SHORE RD,INTERSECTION,,,N/A,Closed,,06/09/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2908105,06/07/2004 12:00:00 AM,06/10/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Industrial (AA3)",,,,,,,VAN SICLEN AVE,VANDALIA AVE,INTERSECTION,,,N/A,Closed,,06/10/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2908671,05/21/2004 12:00:00 AM,05/25/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,,,,86 ST,,,,,,,N/A,Closed,,05/25/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2909447,05/14/2004 12:00:00 AM,06/08/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,WEST ST,THAMES ST,INTERSECTION,,,N/A,Closed,,06/08/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2919191,07/22/2004 12:00:00 AM,08/04/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,, 75 ST,75 ST,68 AVE,68 RD,,,BLOCKFACE,,,N/A,Closed,,08/04/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2908636,05/01/2004 12:00:00 AM,05/06/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Industrial (AE3)",,,,,,,BROADWAY,174 ST,INTERSECTION,,,N/A,Closed,,05/06/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2915717,06/16/2004 12:00:00 AM,07/10/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,49 ST,10 AVE,INTERSECTION,,,N/A,Closed,,07/10/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2942522,09/29/2004 12:00:00 AM,10/07/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,QUEENS BLVD,108 ST,INTERSECTION,,,N/A,Closed,,10/07/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2942558,09/21/2004 12:00:00 AM,10/20/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,E GUNHILL RD,KINGSLAND AVE,INTERSECTION,,,N/A,Closed,,10/20/2004 12:00:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2919846,07/07/2004 12:00:00 AM,07/14/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,,1971 E 3 ST,E 3 ST,KINGS HGWY,AVENUE,,,,,,N/A,Closed,,07/14/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929900,08/04/2004 12:00:00 AM,08/14/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10032,60 WEST 155 STREET,WEST 155 STREET,BROADWAY,RIVERSIDE DRIVE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,08/14/2004 12:00:00 AM,09 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929910,08/04/2004 12:00:00 AM,09/21/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,85 3 ST,3 ST,,,,,ADDRESS,,,N/A,Closed,,09/21/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929917,08/05/2004 12:00:00 AM,08/11/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Waste Treatment Plant/Pumping Station (AD7)",,,,,,,BAY RDGE AVE,SHORE RD,INTERSECTION,,,N/A,Closed,,08/11/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2930811,08/21/2004 12:00:00 AM,08/26/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,,,,,,E 21 ST,GRAMERCY PARK,INTERSECTION,,,N/A,Closed,,08/26/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2930795,08/06/2004 12:00:00 AM,09/01/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,107 AVE,MERRICK BLVD,INTERSECTION,,,N/A,Closed,,09/01/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929074,08/20/2004 12:00:00 AM,08/27/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,, 5 AVE,5 AVE,44 ST,48 ST,,,BLOCKFACE,,,N/A,Closed,,08/27/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929087,08/22/2004 12:00:00 AM,08/26/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,,210-25 HORACE HARDING XPWY,HORACE HARDING XPWY,210 ST,211 ST,,,ADDRESS,,,N/A,Closed,,08/26/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2931743,07/17/2004 12:00:00 AM,07/30/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,,436438 W BROADWAY AVE,W BROADWAY AVE,,,,,ADDRESS,,,N/A,Closed,,07/30/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2934430,08/17/2004 12:00:00 AM,09/01/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,ONDERDONK AVE,CATAPLA AVE,INTERSECTION,,,N/A,Closed,,09/01/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2923875,06/10/2004 12:00:00 AM,06/29/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,BROADWAY,BERRY ST,INTERSECTION,,,N/A,Closed,,06/29/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2927378,07/17/2004 12:00:00 AM,07/26/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,,187 SAINT GEORGES CRST,SAINT GEORGES CRST,,,,,ADDRESS,,,N/A,Closed,,07/26/2004 12:00:00 AM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2933664,08/30/2004 12:00:00 AM,09/01/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,N END AVE,VESEY ST,INTERSECTION,,,N/A,Closed,,09/01/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2933687,08/15/2004 12:00:00 AM,08/20/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,,,,,,UTICA AVE,FLUSHING AVE,INTERSECTION,,,N/A,Closed,,08/20/2004 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2939735,09/28/2004 12:00:00 AM,01/21/2005 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,,,,,,HUDSON ST,10 ST,INTERSECTION,,,N/A,Closed,,01/21/2005 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2929426,09/24/2004 12:00:00 AM,10/12/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,,,,,BEACH CHANNEL DR,BEACH 73 ST,INTERSECTION,,,N/A,Closed,,10/12/2004 12:00:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2932851,08/17/2004 12:00:00 AM,09/03/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Residential (AA1)",,,,,,,VERMILYEA ST,ACADEMY ST,INTERSECTION,,,N/A,Closed,,09/03/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
2934685,07/29/2004 12:00:00 AM,08/13/2004 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,,504 GRAND ST,GRAND ST,E BROADWAY,COLUMBIA ST,,,ADDRESS,,,N/A,Closed,,08/13/2004 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
